skin_id_hurtownia,champion_id,champion_name,skin_num,skin_name,rarity,price_rp
1,Aatrox,Aatrox,0,default,Epic,1350.0
2,Aatrox,Aatrox,1,Justicar Aatrox,Epic,1350.0
3,Aatrox,Aatrox,2,Mecha Aatrox,Epic,1350.0
4,Aatrox,Aatrox,3,Sea Hunter Aatrox,Epic,1350.0
5,Aatrox,Aatrox,7,Blood Moon Aatrox,Epic,1350.0
6,Aatrox,Aatrox,8,Prestige Blood Moon Aatrox,Epic,1350.0
7,Aatrox,Aatrox,9,Victorious Aatrox,Epic,1350.0
8,Aatrox,Aatrox,11,Odyssey Aatrox,Epic,1350.0
9,Aatrox,Aatrox,20,Prestige Blood Moon Aatrox (2022),Epic,1350.0
10,Aatrox,Aatrox,21,Lunar Eclipse Aatrox,Epic,1350.0
11,Aatrox,Aatrox,30,DRX Aatrox,Epic,1350.0
12,Aatrox,Aatrox,31,Prestige DRX Aatrox,Epic,1350.0
13,Aatrox,Aatrox,33,Primordian Aatrox,Epic,1350.0
14,Ahri,Ahri,0,default,Epic,1350.0
15,Ahri,Ahri,1,Dynasty Ahri,Epic,1350.0
16,Ahri,Ahri,2,Midnight Ahri,Epic,1350.0
17,Ahri,Ahri,3,Foxfire Ahri,Epic,1350.0
18,Ahri,Ahri,4,Popstar Ahri,Epic,1350.0
19,Ahri,Ahri,5,Challenger Ahri,Epic,1350.0
20,Ahri,Ahri,6,Academy Ahri,Epic,1350.0
21,Ahri,Ahri,7,Arcade Ahri,Epic,1350.0
22,Ahri,Ahri,14,Star Guardian Ahri,Epic,1350.0
23,Ahri,Ahri,15,K/DA Ahri,Epic,1350.0
24,Ahri,Ahri,16,Prestige K/DA Ahri,Epic,1350.0
25,Ahri,Ahri,17,Elderwood Ahri,Epic,1350.0
26,Ahri,Ahri,27,Spirit Blossom Ahri,Epic,1350.0
27,Ahri,Ahri,28,K/DA ALL OUT Ahri,Epic,1350.0
28,Ahri,Ahri,42,Coven Ahri,Epic,1350.0
29,Ahri,Ahri,65,Prestige K/DA Ahri (2022),Epic,1350.0
30,Ahri,Ahri,66,Arcana Ahri,Epic,1350.0
31,Ahri,Ahri,76,Snow Moon Ahri,Epic,1350.0
32,Ahri,Ahri,85,Risen Legend Ahri,Epic,1350.0
33,Ahri,Ahri,86,Immortalized Legend Ahri,Epic,1350.0
34,Ahri,Ahri,88,Spirit Blossom Springs Ahri,Epic,1350.0
35,Ahri,Ahri,89,After Hours Spirit Blossom Springs Ahri,Epic,1350.0
36,Akali,Akali,0,default,Epic,1350.0
37,Akali,Akali,1,Stinger Akali,Epic,1350.0
38,Akali,Akali,2,Infernal Akali,Epic,1350.0
39,Akali,Akali,3,All-star Akali,Epic,1350.0
40,Akali,Akali,4,Nurse Akali,Epic,1350.0
41,Akali,Akali,5,Blood Moon Akali,Epic,1350.0
42,Akali,Akali,6,Silverfang Akali,Epic,1350.0
43,Akali,Akali,7,Headhunter Akali,Epic,1350.0
44,Akali,Akali,8,Sashimi Akali,Epic,1350.0
45,Akali,Akali,9,K/DA Akali,Epic,1350.0
46,Akali,Akali,13,Prestige K/DA Akali,Epic,1350.0
47,Akali,Akali,14,PROJECT: Akali,Epic,1350.0
48,Akali,Akali,15,True Damage Akali,Epic,1350.0
49,Akali,Akali,32,K/DA ALL OUT Akali,Epic,1350.0
50,Akali,Akali,50,Crime City Nightmare Akali,Epic,1350.0
51,Akali,Akali,60,Prestige K/DA Akali (2022),Epic,1350.0
52,Akali,Akali,61,Star Guardian Akali,Epic,1350.0
53,Akali,Akali,68,DRX Akali,Epic,1350.0
54,Akali,Akali,70,Coven Akali,Epic,1350.0
55,Akali,Akali,71,Prestige Coven Akali,Epic,1350.0
56,Akali,Akali,82,Empyrean Akali,Epic,1350.0
57,Akali,Akali,92,Spirit Blossom Akali,Epic,1350.0
58,Akshan,Akshan,0,default,Epic,1350.0
59,Akshan,Akshan,1,Cyber Pop Akshan,Epic,1350.0
60,Akshan,Akshan,10,Crystal Rose Akshan,Epic,1350.0
61,Akshan,Akshan,20,Three Honors Akshan,Epic,1350.0
62,Alistar,Alistar,0,default,Epic,1350.0
63,Alistar,Alistar,1,Black Alistar,Epic,1350.0
64,Alistar,Alistar,2,Golden Alistar,Epic,1350.0
65,Alistar,Alistar,3,Matador Alistar,Epic,1350.0
66,Alistar,Alistar,4,Longhorn Alistar,Epic,1350.0
67,Alistar,Alistar,5,Unchained Alistar,Epic,1350.0
68,Alistar,Alistar,6,Infernal Alistar,Epic,1350.0
69,Alistar,Alistar,7,Sweeper Alistar,Epic,1350.0
70,Alistar,Alistar,8,Marauder Alistar,Epic,1350.0
71,Alistar,Alistar,9,SKT T1 Alistar,Epic,1350.0
72,Alistar,Alistar,10,Moo Cow Alistar,Epic,1350.0
73,Alistar,Alistar,19,Hextech Alistar,Epic,1350.0
74,Alistar,Alistar,20,Conqueror Alistar,Epic,1350.0
75,Alistar,Alistar,22,Blackfrost Alistar,Epic,1350.0
76,Alistar,Alistar,29,Lunar Beast Alistar,Epic,1350.0
77,Alistar,Alistar,40,Elderwood Alistar,Epic,1350.0
78,Ambessa,Ambessa,0,default,Epic,1350.0
79,Ambessa,Ambessa,1,Chosen of the Wolf Ambessa,Epic,1350.0
80,Amumu,Amumu,0,default,Epic,1350.0
81,Amumu,Amumu,1,Pharaoh Amumu,Epic,1350.0
82,Amumu,Amumu,2,Vancouver Amumu,Epic,1350.0
83,Amumu,Amumu,3,Emumu,Epic,1350.0
84,Amumu,Amumu,4,Re-Gifted Amumu,Epic,1350.0
85,Amumu,Amumu,5,Almost-Prom King Amumu,Epic,1350.0
86,Amumu,Amumu,6,Little Knight Amumu,Epic,1350.0
87,Amumu,Amumu,7,Sad Robot Amumu,Epic,1350.0
88,Amumu,Amumu,8,Surprise Party Amumu,Epic,1350.0
89,Amumu,Amumu,17,Infernal Amumu,Epic,1350.0
90,Amumu,Amumu,23,Hextech Amumu,Epic,1350.0
91,Amumu,Amumu,24,Pumpkin Prince Amumu,Epic,1350.0
92,Amumu,Amumu,34,Porcelain Amumu,Epic,1350.0
93,Amumu,Amumu,44,Heartache Amumu,Epic,1350.0
94,Amumu,Amumu,53,Dumpling Darlings Amumu,Epic,1350.0
95,Anivia,Anivia,0,default,Epic,1350.0
96,Anivia,Anivia,1,Team Spirit Anivia,Epic,1350.0
97,Anivia,Anivia,2,Bird of Prey Anivia,Epic,1350.0
98,Anivia,Anivia,3,Noxus Hunter Anivia,Epic,1350.0
99,Anivia,Anivia,4,Hextech Anivia,Epic,1350.0
100,Anivia,Anivia,5,Blackfrost Anivia,Epic,1350.0
101,Anivia,Anivia,6,Prehistoric Anivia,Epic,1350.0
102,Anivia,Anivia,7,Festival Queen Anivia,Epic,1350.0
103,Anivia,Anivia,8,Papercraft Anivia,Epic,1350.0
104,Anivia,Anivia,17,Cosmic Flight Anivia,Epic,1350.0
105,Anivia,Anivia,27,Divine Phoenix Anivia,Epic,1350.0
106,Anivia,Anivia,37,Bewitching Batnivia,Epic,1350.0
107,Anivia,Anivia,46,Victorious Anivia,Epic,1350.0
108,Annie,Annie,0,default,Epic,1350.0
109,Annie,Annie,1,Goth Annie,Epic,1350.0
110,Annie,Annie,2,Red Riding Annie,Epic,1350.0
111,Annie,Annie,3,Annie in Wonderland,Epic,1350.0
112,Annie,Annie,4,Prom Queen Annie,Epic,1350.0
113,Annie,Annie,5,Frostfire Annie,Epic,1350.0
114,Annie,Annie,6,Reverse Annie,Epic,1350.0
115,Annie,Annie,7,FrankenTibbers Annie,Epic,1350.0
116,Annie,Annie,8,Panda Annie,Epic,1350.0
117,Annie,Annie,9,Sweetheart Annie,Epic,1350.0
118,Annie,Annie,10,Hextech Annie,Epic,1350.0
119,Annie,Annie,11,Super Galaxy Annie,Epic,1350.0
120,Annie,Annie,12,Annie-Versary,Epic,1350.0
121,Annie,Annie,13,Lunar Beast Annie,Epic,1350.0
122,Annie,Annie,22,Cafe Cuties Annie,Epic,1350.0
123,Annie,Annie,31,Fright Night Annie,Epic,1350.0
124,Annie,Annie,40,Winterblessed Annie,Epic,1350.0
125,Annie,Annie,50,Battle Princess Annie,Epic,1350.0
126,Aphelios,Aphelios,0,default,Epic,1350.0
127,Aphelios,Aphelios,1,Nightbringer Aphelios,Epic,1350.0
128,Aphelios,Aphelios,9,Lunar Beast Aphelios,Epic,1350.0
129,Aphelios,Aphelios,18,EDG Aphelios,Epic,1350.0
130,Aphelios,Aphelios,20,Spirit Blossom Aphelios,Epic,1350.0
131,Aphelios,Aphelios,30,HEARTSTEEL Aphelios,Epic,1350.0
132,Aphelios,Aphelios,40,Prestige Spirit Blossom Springs Aphelios,Epic,1350.0
133,Ashe,Ashe,0,default,Epic,1350.0
134,Ashe,Ashe,1,Freljord Ashe,Epic,1350.0
135,Ashe,Ashe,2,Sherwood Forest Ashe,Epic,1350.0
136,Ashe,Ashe,3,Woad Ashe,Epic,1350.0
137,Ashe,Ashe,4,Queen Ashe,Epic,1350.0
138,Ashe,Ashe,5,Amethyst Ashe,Epic,1350.0
139,Ashe,Ashe,6,Heartseeker Ashe,Epic,1350.0
140,Ashe,Ashe,7,Marauder Ashe,Epic,1350.0
141,Ashe,Ashe,8,PROJECT: Ashe,Epic,1350.0
142,Ashe,Ashe,9,Worlds 2017 Ashe,Epic,1350.0
143,Ashe,Ashe,11,Cosmic Queen Ashe,Epic,1350.0
144,Ashe,Ashe,17,High Noon Ashe,Epic,1350.0
145,Ashe,Ashe,23,Fae Dragon Ashe,Epic,1350.0
146,Ashe,Ashe,32,Coven Ashe,Epic,1350.0
147,Ashe,Ashe,43,Ocean Song Ashe,Epic,1350.0
148,Ashe,Ashe,52,Lunar Empress Ashe,Epic,1350.0
149,Ashe,Ashe,63,DRX Ashe,Epic,1350.0
150,Ashe,Ashe,65,Crystalis Motus Ashe,Epic,1350.0
151,Ashe,Ashe,67,Infernal Ashe,Epic,1350.0
152,Ashe,Ashe,76,Spirit Blossom Ashe,Epic,1350.0
153,AurelionSol,Aurelion Sol,0,default,Epic,1350.0
154,AurelionSol,Aurelion Sol,1,Ashen Lord Aurelion Sol,Epic,1350.0
155,AurelionSol,Aurelion Sol,2,Mecha Aurelion Sol,Epic,1350.0
156,AurelionSol,Aurelion Sol,11,Storm Dragon Aurelion Sol,Epic,1350.0
157,AurelionSol,Aurelion Sol,21,Inkshadow Aurelion Sol,Epic,1350.0
158,AurelionSol,Aurelion Sol,31,Porcelain Protector Aurelion Sol,Epic,1350.0
159,Aurora,Aurora,0,default,Epic,1350.0
160,Aurora,Aurora,1,Battle Bunny Aurora,Epic,1350.0
161,Aurora,Aurora,11,Arcana Aurora,Epic,1350.0
162,Azir,Azir,0,default,Epic,1350.0
163,Azir,Azir,1,Galactic Azir,Epic,1350.0
164,Azir,Azir,2,Gravelord Azir,Epic,1350.0
165,Azir,Azir,3,SKT T1 Azir,Epic,1350.0
166,Azir,Azir,4,Warring Kingdoms Azir,Epic,1350.0
167,Azir,Azir,5,Elderwood Azir,Epic,1350.0
168,Azir,Azir,14,Worlds 2022 Azir,Epic,1350.0
169,Azir,Azir,19,Attorney Azir,Epic,1350.0
170,Bard,Bard,0,default,Epic,1350.0
171,Bard,Bard,1,Elderwood Bard,Epic,1350.0
172,Bard,Bard,5,Snow Day Bard,Epic,1350.0
173,Bard,Bard,6,Bard Bard,Epic,1350.0
174,Bard,Bard,8,Astronaut Bard,Epic,1350.0
175,Bard,Bard,17,Cafe Cuties Bard,Epic,1350.0
176,Bard,Bard,26,Shan Hai Scrolls Bard,Epic,1350.0
177,Bard,Bard,35,T1 Bard,Epic,1350.0
178,Bard,Bard,37,Spirit Blossom Bard,Epic,1350.0
179,Belveth,Bel'Veth,0,default,Epic,1350.0
180,Belveth,Bel'Veth,1,Battle Boss Bel'Veth,Epic,1350.0
181,Belveth,Bel'Veth,10,Cosmic Matriarch Bel'Veth,Epic,1350.0
182,Belveth,Bel'Veth,19,Primordian Bel'Veth,Epic,1350.0
183,Blitzcrank,Blitzcrank,0,default,Epic,1350.0
184,Blitzcrank,Blitzcrank,1,Rusty Blitzcrank,Epic,1350.0
185,Blitzcrank,Blitzcrank,2,Goalkeeper Blitzcrank,Epic,1350.0
186,Blitzcrank,Blitzcrank,3,Boom Boom Blitzcrank,Epic,1350.0
187,Blitzcrank,Blitzcrank,4,Piltover Customs Blitzcrank,Epic,1350.0
188,Blitzcrank,Blitzcrank,5,Definitely Not Blitzcrank,Epic,1350.0
189,Blitzcrank,Blitzcrank,6,iBlitzcrank,Epic,1350.0
190,Blitzcrank,Blitzcrank,7,Riot Blitzcrank,Epic,1350.0
191,Blitzcrank,Blitzcrank,11,Battle Boss Blitzcrank,Epic,1350.0
192,Blitzcrank,Blitzcrank,20,Lancer Rogue Blitzcrank,Epic,1350.0
193,Blitzcrank,Blitzcrank,21,Lancer Paragon Blitzcrank,Epic,1350.0
194,Blitzcrank,Blitzcrank,22,Witch's Brew Blitzcrank,Epic,1350.0
195,Blitzcrank,Blitzcrank,29,Space Groove Blitz & Crank,Epic,1350.0
196,Blitzcrank,Blitzcrank,36,Victorious Blitzcrank,Epic,1350.0
197,Blitzcrank,Blitzcrank,47,Zenith Games Blitzcrank,Epic,1350.0
198,Blitzcrank,Blitzcrank,56,Beezcrank,Epic,1350.0
199,Brand,Brand,0,default,Epic,1350.0
200,Brand,Brand,1,Apocalyptic Brand,Epic,1350.0
201,Brand,Brand,2,Vandal Brand,Epic,1350.0
202,Brand,Brand,3,Cryocore Brand,Epic,1350.0
203,Brand,Brand,4,Zombie Brand,Epic,1350.0
204,Brand,Brand,5,Spirit Fire Brand,Epic,1350.0
205,Brand,Brand,6,Battle Boss Brand,Epic,1350.0
206,Brand,Brand,7,Arclight Brand,Epic,1350.0
207,Brand,Brand,8,Eternal Dragon Brand,Epic,1350.0
208,Brand,Brand,21,Debonair Brand,Epic,1350.0
209,Brand,Brand,22,Prestige Debonair Brand,Epic,1350.0
210,Brand,Brand,33,Street Demons Brand,Epic,1350.0
211,Brand,Brand,42,Empyrean Brand,Epic,1350.0
212,Braum,Braum,0,default,Epic,1350.0
213,Braum,Braum,1,Dragonslayer Braum,Epic,1350.0
214,Braum,Braum,2,El Tigre Braum,Epic,1350.0
215,Braum,Braum,3,Braum Lionheart,Epic,1350.0
216,Braum,Braum,10,Santa Braum,Epic,1350.0
217,Braum,Braum,11,Crime City Braum,Epic,1350.0
218,Braum,Braum,24,Sugar Rush Braum,Epic,1350.0
219,Braum,Braum,33,Pool Party Braum,Epic,1350.0
220,Braum,Braum,42,Grill Master Braum,Epic,1350.0
221,Briar,Briar,0,default,Epic,1350.0
222,Briar,Briar,1,Street Demons Briar,Epic,1350.0
223,Briar,Briar,10,Primordian Briar,Epic,1350.0
224,Briar,Briar,20,Battle Academia Briar,Epic,1350.0
225,Caitlyn,Caitlyn,0,default,Epic,1350.0
226,Caitlyn,Caitlyn,1,Resistance Caitlyn,Epic,1350.0
227,Caitlyn,Caitlyn,2,Sheriff Caitlyn,Epic,1350.0
228,Caitlyn,Caitlyn,3,Safari Caitlyn,Epic,1350.0
229,Caitlyn,Caitlyn,4,Arctic Warfare Caitlyn,Epic,1350.0
230,Caitlyn,Caitlyn,5,Officer Caitlyn,Epic,1350.0
231,Caitlyn,Caitlyn,6,Headhunter Caitlyn,Epic,1350.0
232,Caitlyn,Caitlyn,10,Lunar Wraith Caitlyn,Epic,1350.0
233,Caitlyn,Caitlyn,11,Pulsefire Caitlyn,Epic,1350.0
234,Caitlyn,Caitlyn,13,Pool Party Caitlyn,Epic,1350.0
235,Caitlyn,Caitlyn,19,Arcade Caitlyn,Epic,1350.0
236,Caitlyn,Caitlyn,20,Prestige Arcade Caitlyn,Epic,1350.0
237,Caitlyn,Caitlyn,22,Battle Academia Caitlyn,Epic,1350.0
238,Caitlyn,Caitlyn,28,Arcane Enforcer Caitlyn,Epic,1350.0
239,Caitlyn,Caitlyn,29,Prestige Arcade Caitlyn (2022),Epic,1350.0
240,Caitlyn,Caitlyn,30,Snow Moon Caitlyn,Epic,1350.0
241,Caitlyn,Caitlyn,39,Heartthrob Caitlyn,Epic,1350.0
242,Caitlyn,Caitlyn,48,DRX Caitlyn,Epic,1350.0
243,Caitlyn,Caitlyn,50,Arcane Commander Caitlyn,Epic,1350.0
244,Caitlyn,Caitlyn,51,Prestige Arcane Commander Caitlyn,Epic,1350.0
245,Camille,Camille,0,default,Epic,1350.0
246,Camille,Camille,1,Program Camille,Epic,1350.0
247,Camille,Camille,2,Coven Camille,Epic,1350.0
248,Camille,Camille,10,iG Camille,Epic,1350.0
249,Camille,Camille,11,Arcana Camille,Epic,1350.0
250,Camille,Camille,21,Strike Commander Camille,Epic,1350.0
251,Camille,Camille,31,Winterblessed Camille,Epic,1350.0
252,Camille,Camille,32,Prestige Winterblessed Camille,Epic,1350.0
253,Cassiopeia,Cassiopeia,0,default,Epic,1350.0
254,Cassiopeia,Cassiopeia,1,Desperada Cassiopeia,Epic,1350.0
255,Cassiopeia,Cassiopeia,2,Siren Cassiopeia,Epic,1350.0
256,Cassiopeia,Cassiopeia,3,Mythic Cassiopeia,Epic,1350.0
257,Cassiopeia,Cassiopeia,4,Jade Fang Cassiopeia,Epic,1350.0
258,Cassiopeia,Cassiopeia,8,Eternum Cassiopeia,Epic,1350.0
259,Cassiopeia,Cassiopeia,9,Spirit Blossom Cassiopeia,Epic,1350.0
260,Cassiopeia,Cassiopeia,18,Coven Cassiopeia,Epic,1350.0
261,Cassiopeia,Cassiopeia,28,Bewitching Cassiopeia,Epic,1350.0
262,Cassiopeia,Cassiopeia,38,Prestige Mythmaker Cassiopeia,Epic,1350.0
263,Chogath,Cho'Gath,0,default,Epic,1350.0
264,Chogath,Cho'Gath,1,Nightmare Cho'Gath,Epic,1350.0
265,Chogath,Cho'Gath,2,Gentleman Cho'Gath,Epic,1350.0
266,Chogath,Cho'Gath,3,Loch Ness Cho'Gath,Epic,1350.0
267,Chogath,Cho'Gath,4,Jurassic Cho'Gath,Epic,1350.0
268,Chogath,Cho'Gath,5,Battlecast Prime Cho'Gath,Epic,1350.0
269,Chogath,Cho'Gath,6,Prehistoric Cho'Gath,Epic,1350.0
270,Chogath,Cho'Gath,7,Dark Star Cho'Gath,Epic,1350.0
271,Chogath,Cho'Gath,14,Shan Hai Scrolls Cho'Gath,Epic,1350.0
272,Chogath,Cho'Gath,23,Broken Covenant Cho'Gath,Epic,1350.0
273,Chogath,Cho'Gath,32,Toy Terror Cho'Gath,Epic,1350.0
274,Chogath,Cho'Gath,41,Petricite Cho'Gath,Epic,1350.0
275,Corki,Corki,0,default,Epic,1350.0
276,Corki,Corki,1,UFO Corki,Epic,1350.0
277,Corki,Corki,2,Ice Toboggan Corki,Epic,1350.0
278,Corki,Corki,3,Red Baron Corki,Epic,1350.0
279,Corki,Corki,4,Hot Rod Corki,Epic,1350.0
280,Corki,Corki,5,Urfrider Corki,Epic,1350.0
281,Corki,Corki,6,Dragonwing Corki,Epic,1350.0
282,Corki,Corki,7,Fnatic Corki,Epic,1350.0
283,Corki,Corki,8,Arcade Corki,Epic,1350.0
284,Corki,Corki,18,Corgi Corki,Epic,1350.0
285,Corki,Corki,26,Astronaut Corki,Epic,1350.0
286,Corki,Corki,36,Brick Toy Corki,Epic,1350.0
287,Darius,Darius,0,default,Epic,1350.0
288,Darius,Darius,1,Lord Darius,Epic,1350.0
289,Darius,Darius,2,Bioforge Darius,Epic,1350.0
290,Darius,Darius,3,Woad King Darius,Epic,1350.0
291,Darius,Darius,4,Dunkmaster Darius,Epic,1350.0
292,Darius,Darius,8,Academy Darius,Epic,1350.0
293,Darius,Darius,14,Dreadnova Darius,Epic,1350.0
294,Darius,Darius,15,God-King Darius,Epic,1350.0
295,Darius,Darius,16,High Noon Darius,Epic,1350.0
296,Darius,Darius,24,Lunar Beast Darius,Epic,1350.0
297,Darius,Darius,33,Crime City Nightmare Darius,Epic,1350.0
298,Darius,Darius,43,Spirit Blossom Darius,Epic,1350.0
299,Darius,Darius,54,Porcelain Darius,Epic,1350.0
300,Darius,Darius,64,Divine God-King Darius,Epic,1350.0
301,Darius,Darius,65,Prestige Triumphant General Darius,Epic,1350.0
302,Darius,Darius,67,Mecha Kingdoms Darius,Epic,1350.0
303,Diana,Diana,0,default,Epic,1350.0
304,Diana,Diana,1,Dark Valkyrie Diana,Epic,1350.0
305,Diana,Diana,2,Lunar Goddess Diana,Epic,1350.0
306,Diana,Diana,3,Infernal Diana,Epic,1350.0
307,Diana,Diana,11,Blood Moon Diana,Epic,1350.0
308,Diana,Diana,12,Dark Waters Diana,Epic,1350.0
309,Diana,Diana,18,Dragonslayer Diana,Epic,1350.0
310,Diana,Diana,25,Battle Queen Diana,Epic,1350.0
311,Diana,Diana,26,Prestige Battle Queen Diana,Epic,1350.0
312,Diana,Diana,27,Sentinel Diana,Epic,1350.0
313,Diana,Diana,37,Firecracker Diana,Epic,1350.0
314,Diana,Diana,47,Winterblessed Diana,Epic,1350.0
315,Diana,Diana,54,Heavenscale Diana,Epic,1350.0
316,Diana,Diana,64,Dark Cosmic Diana,Epic,1350.0
317,Diana,Diana,65,Prestige Dark Cosmic Diana,Epic,1350.0
318,Draven,Draven,0,default,Epic,1350.0
319,Draven,Draven,1,Soul Reaver Draven,Epic,1350.0
320,Draven,Draven,2,Gladiator Draven,Epic,1350.0
321,Draven,Draven,3,Primetime Draven,Epic,1350.0
322,Draven,Draven,4,Pool Party Draven,Epic,1350.0
323,Draven,Draven,5,Beast Hunter Draven,Epic,1350.0
324,Draven,Draven,6,Draven Draven,Epic,1350.0
325,Draven,Draven,12,Santa Draven,Epic,1350.0
326,Draven,Draven,13,Mecha Kingdoms Draven,Epic,1350.0
327,Draven,Draven,20,Ruined Draven,Epic,1350.0
328,Draven,Draven,29,Debonair Draven,Epic,1350.0
329,Draven,Draven,39,Fright Night Draven,Epic,1350.0
330,Draven,Draven,48,La Ilusión Draven,Epic,1350.0
331,Draven,Draven,58,Grand Reckoning Draven,Epic,1350.0
332,Draven,Draven,68,Victorious Draven,Epic,1350.0
333,DrMundo,Dr. Mundo,0,default,Epic,1350.0
334,DrMundo,Dr. Mundo,1,Toxic Dr. Mundo,Epic,1350.0
335,DrMundo,Dr. Mundo,2,Mr. Mundoverse,Epic,1350.0
336,DrMundo,Dr. Mundo,3,Corporate Mundo,Epic,1350.0
337,DrMundo,Dr. Mundo,4,Mundo Mundo,Epic,1350.0
338,DrMundo,Dr. Mundo,5,Executioner Mundo,Epic,1350.0
339,DrMundo,Dr. Mundo,6,Rageborn Mundo,Epic,1350.0
340,DrMundo,Dr. Mundo,7,TPA Mundo,Epic,1350.0
341,DrMundo,Dr. Mundo,8,Pool Party Mundo,Epic,1350.0
342,DrMundo,Dr. Mundo,9,El Macho Mundo,Epic,1350.0
343,DrMundo,Dr. Mundo,10,Frozen Prince Mundo,Epic,1350.0
344,DrMundo,Dr. Mundo,21,Street Demons Dr. Mundo,Epic,1350.0
345,Ekko,Ekko,0,default,Epic,1350.0
346,Ekko,Ekko,1,Sandstorm Ekko,Epic,1350.0
347,Ekko,Ekko,2,Academy Ekko,Epic,1350.0
348,Ekko,Ekko,3,PROJECT: Ekko,Epic,1350.0
349,Ekko,Ekko,11,SKT T1 Ekko,Epic,1350.0
350,Ekko,Ekko,12,Trick or Treat Ekko,Epic,1350.0
351,Ekko,Ekko,19,True Damage Ekko,Epic,1350.0
352,Ekko,Ekko,28,Pulsefire Ekko,Epic,1350.0
353,Ekko,Ekko,36,Arcane Firelight Ekko,Epic,1350.0
354,Ekko,Ekko,45,Star Guardian Ekko,Epic,1350.0
355,Ekko,Ekko,46,Prestige Star Guardian Ekko,Epic,1350.0
356,Ekko,Ekko,56,Breakout True Damage Ekko,Epic,1350.0
357,Ekko,Ekko,57,Arcane Last Stand Ekko,Epic,1350.0
358,Elise,Elise,0,default,Epic,1350.0
359,Elise,Elise,1,Death Blossom Elise,Epic,1350.0
360,Elise,Elise,2,Victorious Elise,Epic,1350.0
361,Elise,Elise,3,Blood Moon Elise,Epic,1350.0
362,Elise,Elise,4,SKT T1 Elise,Epic,1350.0
363,Elise,Elise,5,Super Galaxy Elise,Epic,1350.0
364,Elise,Elise,6,Bewitching Elise,Epic,1350.0
365,Elise,Elise,15,Withered Rose Elise,Epic,1350.0
366,Elise,Elise,24,Coven Elise,Epic,1350.0
367,Elise,Elise,34,Masque of the Black Rose Elise,Epic,1350.0
368,Evelynn,Evelynn,0,default,Epic,1350.0
369,Evelynn,Evelynn,1,Shadow Evelynn,Epic,1350.0
370,Evelynn,Evelynn,2,Masquerade Evelynn,Epic,1350.0
371,Evelynn,Evelynn,3,Tango Evelynn,Epic,1350.0
372,Evelynn,Evelynn,4,Safecracker Evelynn,Epic,1350.0
373,Evelynn,Evelynn,5,Blood Moon Evelynn,Epic,1350.0
374,Evelynn,Evelynn,6,K/DA Evelynn,Epic,1350.0
375,Evelynn,Evelynn,7,Prestige K/DA Evelynn,Epic,1350.0
376,Evelynn,Evelynn,8,Sugar Rush Evelynn,Epic,1350.0
377,Evelynn,Evelynn,15,K/DA ALL OUT Evelynn,Epic,1350.0
378,Evelynn,Evelynn,24,Coven Evelynn,Epic,1350.0
379,Evelynn,Evelynn,31,Prestige K/DA Evelynn (2022),Epic,1350.0
380,Evelynn,Evelynn,32,Spirit Blossom Evelynn,Epic,1350.0
381,Evelynn,Evelynn,42,Soul Fighter Evelynn,Epic,1350.0
382,Evelynn,Evelynn,52,High Noon Evelynn,Epic,1350.0
383,Evelynn,Evelynn,53,Prestige High Noon Evelynn,Epic,1350.0
384,Evelynn,Evelynn,64,Nightbringer Evelynn,Epic,1350.0
385,Ezreal,Ezreal,0,default,Epic,1350.0
386,Ezreal,Ezreal,1,Nottingham Ezreal,Epic,1350.0
387,Ezreal,Ezreal,2,Striker Ezreal,Epic,1350.0
388,Ezreal,Ezreal,3,Frosted Ezreal,Epic,1350.0
389,Ezreal,Ezreal,4,Explorer Ezreal,Epic,1350.0
390,Ezreal,Ezreal,5,Pulsefire Ezreal,Ultimate,3250.0
391,Ezreal,Ezreal,6,TPA Ezreal,Epic,1350.0
392,Ezreal,Ezreal,7,Debonair Ezreal,Epic,1350.0
393,Ezreal,Ezreal,8,Ace of Spades Ezreal,Epic,1350.0
394,Ezreal,Ezreal,9,Arcade Ezreal,Epic,1350.0
395,Ezreal,Ezreal,18,Star Guardian Ezreal,Epic,1350.0
396,Ezreal,Ezreal,19,SSG Ezreal,Epic,1350.0
397,Ezreal,Ezreal,20,Pajama Guardian Ezreal,Epic,1350.0
398,Ezreal,Ezreal,21,Battle Academia Ezreal,Epic,1350.0
399,Ezreal,Ezreal,22,PsyOps Ezreal,Epic,1350.0
400,Ezreal,Ezreal,23,Prestige PsyOps Ezreal,Epic,1350.0
401,Ezreal,Ezreal,25,Porcelain Protector Ezreal,Epic,1350.0
402,Ezreal,Ezreal,33,Faerie Court Ezreal,Epic,1350.0
403,Ezreal,Ezreal,43,HEARTSTEEL Ezreal,Epic,1350.0
404,Ezreal,Ezreal,44,Heavenscale Ezreal,Epic,1350.0
405,Ezreal,Ezreal,54,Prestige Heavenscale Ezreal,Epic,1350.0
406,Ezreal,Ezreal,65,Masque of the Black Rose Ezreal,Epic,1350.0
407,Fiddlesticks,Fiddlesticks,0,default,Epic,1350.0
408,Fiddlesticks,Fiddlesticks,1,Spectral Fiddlesticks,Epic,1350.0
409,Fiddlesticks,Fiddlesticks,2,Union Jack Fiddlesticks,Epic,1350.0
410,Fiddlesticks,Fiddlesticks,3,Bandito Fiddlesticks,Epic,1350.0
411,Fiddlesticks,Fiddlesticks,4,Pumpkinhead Fiddlesticks,Epic,1350.0
